emp_no,dept_no,from_date,to_date
475400,d001,19-01-1986,28-09-1996
475400,d009,28-09-1996,01-01-9999
475401,d002,07-05-1995,01-01-9999
475402,d001,27-11-1986,01-01-9999
475403,d004,06-06-1991,01-01-9999
475404,d005,31-12-1995,01-01-9999
475405,d005,27-04-1987,20-11-2001
475406,d005,06-05-1992,01-01-9999
475407,d004,19-10-1988,01-01-9999
475408,d005,20-10-1995,01-01-9999
475408,d008,21-06-1985,20-10-1995
475409,d003,22-02-1988,01-01-9999
475410,d005,01-12-1987,01-01-9999
475411,d003,22-06-1996,18-06-2002
475412,d004,12-11-1999,01-01-9999
475413,d003,03-12-1991,01-01-9999
475414,d008,12-11-1987,01-01-9999
475415,d002,16-02-1996,01-01-9999
475416,d007,22-07-1989,01-01-9999
475417,d008,27-02-1994,01-01-9999
475418,d004,07-01-1986,28-06-2000
475418,d006,28-06-2000,01-01-9999
475419,d005,18-10-1986,22-10-1992
475420,d009,23-10-1991,01-01-9999
475421,d004,16-07-1994,01-01-9999
475422,d007,27-05-1991,01-01-9999
475423,d007,13-11-1999,01-01-9999
475424,d005,16-08-1994,01-01-9999
475425,d008,18-11-1992,01-08-1999
475426,d005,01-07-1988,01-01-9999
475427,d005,28-09-1993,01-01-9999
475428,d001,23-10-1989,01-01-9999
475429,d005,07-02-1998,16-05-1998
475429,d008,16-05-1998,25-06-1998
475430,d005,22-06-1996,01-01-9999
475431,d006,19-10-1999,01-01-9999
475432,d005,29-01-1994,12-05-1997
475433,d007,27-04-1988,01-01-9999
475434,d007,30-12-1999,31-03-2001
475435,d009,19-11-1990,01-01-9999
475436,d004,09-01-1986,01-01-9999
475437,d005,15-10-1994,01-01-9999
475438,d005,11-12-1997,01-01-9999
475439,d004,22-11-1986,01-01-9999
475440,d004,19-08-1993,01-11-1996
475440,d009,01-11-1996,01-01-9999
475441,d005,29-06-1998,01-01-9999
475442,d005,08-12-1994,05-02-2001
475443,d009,13-06-1999,01-01-9999
475444,d005,10-06-1996,01-01-9999
475445,d005,28-06-1985,01-01-9999
475446,d005,29-07-1989,01-01-9999
475447,d004,20-12-1998,01-01-9999
475448,d007,23-06-1993,01-01-9999
475449,d008,13-02-1996,01-01-9999
475450,d002,13-04-1992,29-01-1993
475451,d005,19-06-1987,06-06-1992
475451,d008,06-06-1992,13-11-1997
475452,d005,20-11-1997,01-01-9999
475453,d004,29-04-1988,01-01-9999
475454,d005,20-10-1999,01-01-9999
475455,d005,17-08-1989,01-01-9999
475456,d006,15-08-1996,21-12-2001
475457,d005,12-01-1997,01-01-9999
475458,d005,01-11-1992,04-10-1995
475459,d007,30-08-1992,01-01-9999
475460,d001,13-06-1993,01-01-9999
475461,d004,03-08-1994,06-04-1997
475461,d006,06-04-1997,01-01-9999
475462,d001,01-10-1987,01-01-9999
475463,d005,09-04-1987,01-01-9999
475464,d006,02-06-1986,25-12-1988
475465,d005,17-09-1986,01-01-9999
475466,d004,07-12-1992,01-01-9999
475467,d009,10-11-1987,01-01-9999
475468,d005,28-03-1986,01-01-9999
475469,d004,02-05-1999,01-01-9999
475470,d005,24-04-1995,01-01-9999
475471,d005,24-12-1989,03-09-1996
475471,d008,03-09-1996,01-01-9999
475472,d005,11-12-1999,05-04-2002
475473,d005,02-12-1993,01-01-9999
475474,d004,17-04-1992,01-01-9999
475475,d001,11-05-1986,01-01-9999
475476,d007,01-02-1990,01-01-9999
475477,d005,03-08-1997,01-01-9999
475478,d004,04-11-1994,01-01-9999
475479,d001,22-07-1990,01-01-9999
475480,d004,02-11-1992,18-03-1997
475480,d009,18-03-1997,08-01-2000
475481,d001,05-06-1994,01-01-9999
475482,d004,11-05-1992,01-01-9999
475483,d002,07-09-1988,01-01-9999
475484,d004,15-07-1999,01-01-9999
475485,d007,27-11-1990,01-01-9999
475486,d004,26-09-1985,01-01-9999
475487,d005,19-11-1989,01-01-9999
475488,d005,24-09-1989,01-01-9999
475489,d005,20-03-1995,18-03-1997
475489,d006,23-03-1991,20-03-1995
475490,d005,26-05-1985,01-01-9999
475491,d005,28-07-1990,01-01-9999
475492,d002,16-03-1995,01-01-9999
475493,d004,24-08-1992,01-01-9999
475494,d008,25-12-1996,01-01-9999
475495,d007,16-07-1995,01-01-9999
475496,d001,13-04-1998,21-07-2001
475497,d005,22-09-1991,01-01-9999
475498,d004,10-08-2000,01-01-9999
475498,d006,16-03-1998,10-08-2000
475499,d004,31-01-1991,01-01-9999
475500,d007,18-06-1989,01-01-9999
475501,d004,22-04-1994,01-01-9999
475502,d004,24-06-1986,01-01-9999
475503,d003,08-04-1991,01-01-9999
475504,d005,15-08-1993,19-05-1999
475505,d009,26-11-1995,01-01-9999
475506,d004,26-02-1988,01-01-9999
475507,d003,18-04-1988,01-01-9999
475508,d007,22-12-1985,01-01-9999
475509,d001,01-05-2001,01-01-9999
475509,d003,23-09-1993,01-05-2001
475510,d005,16-08-1991,01-01-9999
475511,d007,20-09-1986,01-01-9999
475512,d005,04-08-1998,29-06-2001
475513,d005,19-04-1993,01-01-9999
475514,d004,13-12-1992,01-01-9999
475515,d005,18-11-1998,01-01-9999
475516,d008,21-06-1985,01-01-1999
475517,d007,02-01-1995,01-01-9999
475518,d005,30-07-1989,01-01-9999
475519,d006,11-08-1990,01-01-9999
475520,d007,02-02-1989,16-06-1990
475520,d009,16-06-1990,01-01-9999
475521,d008,31-05-1985,01-01-9999
475522,d007,06-05-1994,01-01-9999
475523,d004,27-07-1991,01-01-9999
475524,d004,29-11-1993,15-11-1998
475525,d001,20-06-1998,01-01-9999
475526,d008,19-02-1994,01-01-9999
475527,d003,07-03-1994,05-10-1994
475528,d007,02-07-1987,01-01-9999
475529,d009,04-11-1993,01-01-9999
475530,d002,28-08-1994,26-07-2000
475530,d003,26-07-2000,01-01-9999
475531,d005,31-03-1988,01-01-9999
475532,d004,03-11-1992,01-01-9999
475533,d004,29-12-1987,01-01-9999
475534,d003,27-01-1990,01-01-9999
475535,d002,08-08-1995,12-12-1998
475536,d006,21-11-1990,01-01-9999
475537,d002,01-04-1988,01-01-9999
475538,d003,31-10-1998,01-01-9999
475539,d001,24-07-2000,01-01-9999
475539,d007,16-04-1990,24-07-2000
475540,d005,09-08-1985,01-01-9999
475541,d007,26-07-1986,01-01-9999
475542,d001,07-07-1999,01-01-9999
475543,d005,25-09-1994,01-01-9999
475544,d005,26-07-1999,17-11-2000
475545,d009,18-12-1986,01-01-9999
475546,d004,09-06-1988,08-02-1993
475547,d001,14-04-1991,01-01-9999
475548,d005,28-09-1996,01-01-9999
475549,d004,11-11-1999,03-03-2002
475549,d009,03-03-2002,01-01-9999
475550,d005,10-08-1993,01-01-9999
475551,d007,15-05-1996,01-01-9999
475552,d004,12-02-1995,01-01-9999
475553,d009,07-11-1986,24-07-1989
475554,d004,12-10-1992,01-01-9999
475555,d007,01-04-1996,05-01-1999
475556,d005,19-09-1995,01-01-9999
475557,d005,15-03-1986,12-01-1993
475557,d008,12-01-1993,17-03-1993
475558,d005,28-07-1996,01-01-9999
475559,d004,16-11-1988,01-01-9999
475560,d004,03-01-1991,01-01-9999
475561,d001,23-09-1997,19-02-2002
475562,d004,29-01-1991,01-01-9999
475563,d009,10-02-1986,01-01-9999
475564,d001,14-10-1989,01-01-9999
475565,d005,12-03-1995,01-01-9999
475566,d008,23-11-1997,01-01-9999
475567,d002,26-04-1993,01-01-9999
475567,d003,29-10-1988,26-04-1993
475568,d005,01-06-1997,01-04-2001
475569,d007,11-06-1995,06-05-1998
475570,d009,30-04-1998,01-01-9999
475571,d001,15-11-1994,01-01-9999
475572,d004,16-09-1994,01-01-9999
475573,d008,21-12-1990,01-01-9999
475574,d002,03-04-1997,01-01-9999
475575,d004,09-02-1991,05-08-1993
475576,d005,11-11-1985,01-01-9999
475577,d004,10-07-1986,27-08-1995
475577,d005,31-05-1986,10-07-1986
475578,d003,12-05-1986,11-11-1996
475579,d003,25-11-1990,01-01-9999
475580,d002,25-07-1985,01-01-9999
475581,d005,11-09-1989,01-01-9999
475582,d004,19-06-1985,01-01-9999
475583,d009,24-07-1997,20-04-1998
475584,d007,12-10-1987,01-01-9999
475585,d005,07-04-1990,01-01-9999
475586,d007,05-03-1985,06-07-1991
475587,d002,01-03-1992,14-10-1999
475587,d007,14-10-1999,01-01-9999
475588,d005,04-11-1993,01-01-9999
475589,d005,16-11-1989,01-01-9999
475590,d005,19-06-1998,01-01-9999
475591,d007,01-02-1986,01-01-9999
475592,d007,01-02-2000,06-12-2001
475593,d007,04-11-1990,01-01-9999
475594,d005,24-07-1993,07-12-1994
475595,d004,18-05-1994,01-01-9999
475596,d004,12-09-1995,01-01-9999
475597,d008,13-08-1987,01-01-9999
475598,d002,22-03-1995,29-08-1998
475598,d007,29-08-1998,28-07-2002
475599,d005,14-11-1985,01-01-9999
475600,d005,26-06-1989,01-01-9999
475601,d004,14-09-1999,01-01-9999
475602,d001,14-08-1991,01-01-9999
475603,d006,25-05-1999,01-01-9999
475604,d005,21-11-1989,01-01-9999
475605,d005,21-10-1997,01-01-9999
475606,d005,25-12-1988,06-04-1991
475606,d008,06-04-1991,27-12-1994
475607,d004,07-02-1993,26-07-2002
475608,d008,13-12-1990,01-01-9999
475609,d007,06-12-1989,01-01-9999
475610,d003,21-08-1991,01-01-9999
475611,d008,15-04-1985,01-01-9999
475612,d005,18-11-1992,01-01-9999
475613,d007,14-12-1990,01-01-9999
475614,d005,29-04-1995,18-05-1998
475615,d001,31-08-1991,01-01-9999
475615,d007,08-05-1990,31-08-1991
475616,d004,27-08-1999,01-01-9999
475617,d007,30-10-1986,01-01-9999
475618,d005,06-07-1992,01-01-9999
475619,d008,22-12-1992,01-01-9999
475620,d007,13-02-1997,25-02-2000
475621,d005,28-01-1989,01-01-9999
475622,d005,30-11-1993,01-01-9999
475623,d001,11-06-1991,07-07-1999
475623,d007,07-07-1999,01-01-9999
475624,d007,11-05-1989,01-01-9999
475625,d002,05-11-1990,01-01-9999
475626,d004,05-08-1991,06-02-2002
475627,d007,27-04-1998,01-01-9999
475628,d005,02-06-1987,01-01-9999
475629,d004,08-12-1997,01-01-9999
475630,d007,14-11-1999,01-01-9999
475631,d004,01-08-1992,06-05-2001
475631,d006,06-05-2001,01-01-9999
475632,d005,04-12-1988,01-01-9999
475633,d003,27-10-1996,06-03-1997
475634,d005,05-09-1986,01-01-9999
475635,d007,26-01-1992,01-01-9999
475636,d007,06-01-1994,01-01-9999
475637,d002,24-06-1996,16-06-2002
475638,d004,26-03-1999,01-01-9999
475639,d007,06-01-1999,26-04-2002
475639,d009,26-04-2002,01-01-9999
475640,d006,13-07-1987,01-01-9999
475641,d007,05-05-1987,01-01-9999
475642,d004,16-07-1994,01-01-9999
475643,d007,09-01-1989,13-04-1997
475644,d003,25-09-1999,01-01-9999
475645,d004,12-04-1998,01-01-9999
475646,d004,12-11-1986,01-01-9999
475647,d008,01-06-1985,19-08-1986
475648,d001,28-09-1997,01-01-9999
475649,d004,08-03-2001,01-01-9999
475649,d005,02-11-1991,08-03-2001
475650,d002,19-03-1996,01-01-9999
475651,d005,27-05-1991,01-01-9999
475652,d004,01-04-1987,01-01-9999
475653,d005,13-05-1993,01-01-9999
475654,d005,31-10-1988,01-01-9999
475655,d004,26-11-1996,23-01-1997
475656,d002,09-07-1994,01-01-9999
475657,d005,25-09-1991,01-01-9999
475658,d001,29-11-1992,01-01-9999
475659,d001,25-02-1995,15-06-1997
475659,d007,15-06-1997,01-01-9999
475660,d001,07-06-1996,01-01-9999
475661,d009,14-09-1987,01-01-9999
475662,d004,13-01-2000,01-01-9999
475663,d005,01-05-1986,01-01-9999
475664,d007,15-10-1991,11-06-1996
475665,d009,22-09-1995,01-01-9999
475666,d007,14-04-1985,01-01-9999
475667,d005,16-10-1996,01-01-9999
475668,d007,16-05-1990,09-06-1990
475668,d009,09-06-1990,01-01-9999
475669,d004,29-03-1986,01-01-9999
475670,d005,10-09-1996,01-01-9999
475671,d004,12-03-1992,01-01-9999
475672,d004,27-02-1997,01-01-9999
475673,d007,11-01-1998,08-10-1998
475674,d001,31-05-1992,28-11-1999
475675,d001,27-12-1991,01-01-9999
475676,d004,06-12-1994,01-01-9999
475676,d005,23-04-1992,06-12-1994
475677,d005,03-04-1994,01-01-9999
475678,d001,07-12-1991,01-01-9999
475679,d007,27-05-1990,01-01-9999
475680,d009,01-01-1994,01-01-9999
475681,d005,08-03-1986,01-01-9999
475682,d004,17-10-1990,27-08-2000
475683,d001,27-11-1990,01-01-9999
475684,d005,23-10-1999,01-01-9999
475685,d003,05-06-1995,01-01-9999
475686,d007,26-07-1986,05-12-1998
475687,d004,03-09-1986,16-08-2001
475687,d009,16-08-2001,01-01-9999
475688,d009,29-10-1998,01-01-9999
475689,d004,19-09-1988,18-06-1992
475690,d007,06-02-1987,01-01-9999
475691,d004,22-02-1989,01-01-9999
475692,d005,08-11-1995,01-01-9999
475693,d008,24-11-1988,01-01-9999
475694,d005,03-11-1985,01-01-9999
475695,d005,04-05-1990,01-01-9999
475696,d005,07-10-1990,01-01-9999
475697,d004,10-12-1994,01-01-9999
475697,d005,22-10-1991,10-12-1994
475698,d003,17-07-1992,22-11-1993
475699,d004,15-09-1986,01-01-9999
475700,d001,19-07-1990,23-03-2002
475701,d004,17-03-1991,01-01-9999
475702,d001,21-09-1986,01-01-9999
475703,d008,03-11-1993,01-01-9999
475704,d004,12-08-1993,01-01-9999
475705,d001,13-09-1992,01-01-9999
475706,d004,01-03-1985,14-06-1990
475706,d006,14-06-1990,01-01-9999
475707,d005,27-04-1986,01-01-9999
475708,d005,18-10-1985,23-06-1996
475709,d005,15-11-1987,01-01-9999
475710,d004,01-01-1994,01-01-9999
475711,d005,17-02-1996,01-01-9999
475712,d005,30-08-1994,01-01-9999
475713,d005,15-07-1996,01-01-9999
475714,d005,09-04-1995,01-01-9999
475715,d007,17-02-1996,01-01-9999
475716,d004,25-01-1999,04-11-1999
475717,d004,07-05-1999,01-01-9999
475717,d005,09-01-1988,07-05-1999
475718,d002,14-04-1992,01-01-9999
475719,d005,26-10-1991,01-01-9999
475720,d005,06-05-1988,01-01-9999
475721,d005,17-11-1991,04-04-1994
475722,d004,04-12-1987,01-01-9999
475723,d004,04-07-1990,05-02-2002
475724,d005,03-02-1986,01-01-9999
475725,d003,02-05-1994,01-01-9999
475726,d002,28-08-1999,01-01-9999
475727,d004,09-10-1986,24-01-1987
475727,d006,24-01-1987,27-01-1987
475728,d005,23-05-1986,01-01-9999
475729,d004,04-01-1989,17-11-1997
475730,d005,05-03-1985,01-01-9999
475731,d002,29-06-1996,01-01-9999
475732,d007,01-02-1986,01-01-9999
475733,d005,08-03-1989,01-01-9999
475734,d008,03-08-1987,01-01-9999
475735,d004,07-07-1999,01-01-9999
475736,d005,26-07-2002,01-01-9999
475736,d006,29-12-1989,26-07-2002
475737,d006,23-11-1998,21-05-1999
475738,d005,16-06-1989,01-01-9999
475739,d004,11-03-1997,01-01-9999
475740,d007,14-12-1991,01-01-9999
475741,d006,09-10-1996,30-01-2001
475742,d001,14-05-1995,01-01-9999
475743,d007,29-07-1996,01-01-9999
475744,d005,10-04-1998,01-01-9999
475745,d005,24-04-1999,21-06-2002
475745,d008,21-06-2002,01-01-9999
475746,d005,29-04-1993,01-01-9999
475747,d004,28-01-1992,01-01-9999
475748,d004,15-06-1996,01-01-9999
475749,d002,18-08-1999,01-01-9999
475750,d003,10-02-1991,22-04-1995
475751,d004,16-09-1998,01-01-9999
475752,d005,07-12-1995,01-01-9999
475753,d009,14-07-1998,01-01-9999
475754,d005,14-06-1989,01-01-9999
475755,d004,01-01-1988,28-06-2000
475755,d009,28-06-2000,01-01-9999
475756,d005,02-05-1994,01-01-9999
475757,d007,23-09-1986,14-03-2000
475758,d001,06-03-1995,01-01-9999
475759,d003,03-08-1998,01-01-9999
475760,d005,05-12-1986,01-01-9999
475761,d004,21-08-1995,01-01-9999
475762,d005,21-07-1988,01-01-9999
475763,d002,15-06-1998,01-01-9999
475764,d004,19-11-1993,26-08-1994
475764,d006,26-08-1994,01-01-9999
475765,d002,09-03-1994,01-01-9999
475766,d009,24-06-1995,09-08-1999
475767,d005,04-06-1994,01-01-9999
475768,d008,05-08-1994,01-01-9999
475769,d007,02-04-1985,01-01-9999
475770,d004,18-09-1996,01-01-9999
475771,d009,21-04-1997,01-01-9999
475772,d004,14-06-1990,01-01-9999
475773,d006,25-03-1988,27-01-1993
475774,d005,29-11-2001,01-01-9999
475774,d006,25-01-1998,29-11-2001
475775,d004,30-07-1997,01-01-9999
475776,d007,02-07-1997,05-06-1999
475777,d006,07-05-1993,01-01-9999
475778,d007,22-03-1997,01-01-9999
475779,d005,14-01-1987,15-06-1994
475780,d006,10-11-1992,01-01-9999
475781,d008,16-11-1998,01-01-9999
475782,d003,29-12-1989,01-01-9999
475783,d005,27-02-1996,01-01-9999
475784,d007,22-12-1998,21-10-2000
475784,d009,21-10-2000,01-01-9999
475785,d002,22-05-1999,09-09-1999
475786,d007,21-11-1985,01-01-9999
475787,d007,25-04-1985,01-01-9999
475788,d007,04-10-1987,01-01-9999
475789,d004,31-07-1986,01-01-9999
475790,d006,24-03-1985,01-01-9999
475791,d007,16-02-1995,08-10-2001
475792,d002,30-01-1997,01-01-9999
475793,d004,07-12-1993,01-01-9999
475794,d006,29-06-1992,01-01-9999
475795,d004,05-12-1998,01-01-9999
475795,d005,22-04-1992,05-12-1998
475796,d004,03-05-1985,01-01-9999
475797,d005,29-09-1992,01-01-9999
475798,d006,05-04-1998,01-01-9999
475799,d004,15-06-1987,01-01-9999
475800,d009,10-07-1985,19-01-1998
475801,d008,07-07-1989,01-01-9999
475802,d007,29-10-1994,01-01-9999
475803,d001,01-03-1995,01-01-9999
475803,d007,12-02-1990,01-03-1995
475804,d006,14-12-1993,01-01-9999
475805,d001,12-11-1988,02-07-1992
475806,d005,11-08-1988,01-01-9999
475807,d005,22-04-1999,31-03-2002
475808,d001,09-09-1999,23-06-2001
475809,d005,19-05-1986,01-01-9999
475810,d008,18-06-1995,01-01-9999
475811,d005,17-04-1999,25-04-2000
475812,d005,26-08-1999,15-04-2000
475813,d001,15-06-1998,01-01-9999
475813,d007,15-09-1997,15-06-1998
475814,d005,04-05-1988,01-01-9999
475815,d004,24-04-1996,01-01-9999
475816,d007,20-11-1985,01-01-9999
475817,d005,04-06-1988,01-01-9999
475818,d002,07-03-1995,01-01-9999
475819,d004,10-03-1996,01-01-9999
475820,d004,22-06-1985,01-01-9999
475821,d004,07-10-1998,03-11-1998
475822,d006,04-05-1998,01-01-9999
475823,d001,10-06-1996,15-01-2000
475823,d007,15-01-2000,01-01-9999
475824,d009,31-05-1995,01-01-9999
475825,d002,02-06-1988,01-01-9999
475826,d004,12-10-1990,01-01-9999
475827,d007,29-09-1993,01-01-9999
475828,d004,20-03-1999,01-01-9999
475829,d007,11-12-1988,17-09-1996
475830,d005,23-12-1992,13-11-1994
475831,d007,09-12-1988,01-01-9999
475832,d004,19-01-1994,01-01-9999
475833,d004,22-04-1995,27-09-2001
475833,d006,27-09-2001,01-01-9999
475834,d004,19-08-1993,10-04-1998
475835,d007,14-11-1991,01-01-9999
475836,d004,14-12-1996,01-01-9999
475837,d004,24-02-1988,01-01-9999
475838,d005,20-05-1986,01-01-9999
475839,d004,21-06-1997,01-01-9999
475840,d005,25-02-1991,01-01-9999
475841,d003,22-03-1985,11-07-1986
475842,d001,09-03-1994,02-02-1995
475842,d007,02-02-1995,01-01-9999
475843,d005,14-07-1987,01-01-9999
475844,d005,07-06-1988,01-01-9999
475845,d007,19-04-1993,24-11-1994
475846,d001,24-05-1997,01-01-9999
475847,d007,01-05-1999,01-01-9999
475848,d004,01-05-1996,01-01-9999
475849,d006,13-07-1991,01-01-9999
475850,d006,10-05-1996,01-01-9999
475851,d004,16-04-1998,26-10-1999
475851,d006,26-10-1999,14-03-2001
475852,d007,29-03-1994,01-01-9999
475853,d007,27-11-1992,01-01-9999
475854,d005,22-01-1994,01-01-9999
475855,d009,25-05-1986,01-01-9999
475856,d005,03-07-1990,01-01-9999
475857,d002,12-12-1997,01-01-9999
475858,d008,18-06-1994,01-01-9999
475859,d005,01-10-1996,19-06-1999
475860,d007,07-05-1988,01-01-9999
475861,d001,19-05-1995,01-01-9999
475861,d003,22-03-1993,19-05-1995
475862,d004,12-02-1992,01-01-9999
475863,d004,15-03-1992,01-01-9999
475864,d008,29-09-1996,01-01-9999
475865,d003,16-08-1992,01-01-9999
475866,d007,17-02-1994,12-12-1994
475867,d004,21-04-1987,01-01-9999
475868,d005,07-05-1988,01-01-9999
475869,d005,15-08-1995,01-01-9999
475870,d007,10-11-1990,27-01-2002
475870,d009,27-01-2002,01-01-9999
475871,d004,21-04-1988,01-01-9999
475872,d005,27-03-1995,01-01-9999
475873,d005,23-09-1989,26-12-1999
475874,d004,10-05-1987,01-01-9999
475875,d002,19-01-1995,01-01-9999
475876,d007,31-07-1994,09-10-2001
475877,d008,24-09-1988,19-05-1994
475878,d008,19-05-1988,01-01-9999
475879,d004,07-10-1991,01-01-9999
475880,d001,14-06-1997,01-01-9999
475880,d007,29-03-1985,14-06-1997
475881,d003,19-11-1993,01-01-9999
475882,d004,22-08-1990,01-01-9999
475883,d007,27-10-1995,01-01-9999
475884,d008,06-12-1992,07-07-1996
475885,d007,17-06-1992,01-01-9999
475886,d002,12-01-1992,01-01-9999
475887,d004,04-07-1994,01-01-9999
475888,d005,27-11-1990,01-01-9999
475889,d002,18-07-1991,11-07-1999
475889,d003,11-07-1999,01-01-9999
475890,d004,20-11-1988,01-01-9999
475891,d009,30-08-1999,01-01-9999
475892,d005,22-12-1999,21-05-2001
475893,d004,28-11-1999,01-01-9999
475894,d007,05-08-1988,01-01-9999
475895,d005,27-10-1988,29-09-1994
475896,d006,28-04-1991,13-01-1998
475897,d004,15-02-1997,01-01-9999
475898,d005,22-06-1991,01-01-9999
475899,d007,05-03-1994,17-04-1995
475899,d009,17-04-1995,01-01-9999
475900,d004,09-10-1997,01-01-9999
475901,d001,16-11-1996,26-08-2000
475902,d005,17-07-1992,01-01-9999
475903,d004,02-04-1992,01-01-9999
475904,d002,08-02-1999,01-01-9999
475905,d005,30-06-1990,01-01-9999
475906,d005,26-08-1990,01-01-9999
475907,d004,01-09-1997,01-01-9999
475908,d008,03-07-1999,08-04-2002
475909,d007,31-05-1987,09-09-1990
475910,d001,01-05-1995,01-01-9999
475910,d003,11-05-1994,01-05-1995
475911,d001,21-09-1993,01-01-9999
475912,d004,09-07-1990,11-05-1996
475913,d004,11-02-1991,01-01-9999
475914,d005,14-04-1991,01-01-9999
475915,d005,26-11-1995,01-01-9999
475916,d005,22-09-1995,01-01-9999
475917,d009,02-08-1987,01-01-9999
475918,d004,16-10-1994,05-09-2000
475919,d002,14-07-1986,17-10-1987
475919,d003,14-07-1986,14-07-1986
475920,d007,19-10-1993,01-01-9999
475921,d007,24-12-1992,01-01-9999
475922,d005,26-06-1999,01-01-9999
475923,d006,17-12-1989,01-01-9999
475924,d004,04-12-1999,01-01-9999
475925,d006,09-07-1998,01-01-9999
475926,d004,13-07-1999,01-01-9999
475927,d007,29-08-1987,01-01-9999
475928,d004,04-04-1986,02-04-1994
475928,d006,02-04-1994,21-03-1996
475929,d005,14-02-1998,01-01-9999
475930,d002,30-08-1996,01-01-9999
